nohup: 忽略输入
[Config] Device: cuda  |  Epochs: 200  |  Batch: 64
[Config] Feature dim: 21  |  Target: return  |  Horizons: [1, 5, 10, 20]  |  Norm: per-asset z-score
============================================================
CMGM Data Loading Pipeline
============================================================

[Step 1] Loading raw price data...

[Step 2] Aligning markets to common date range...
[DataLoader] Stock date range: 2015-01-05 00:00:00 to 2025-06-30 00:00:00 (2548 days)
[DataLoader] Bond date range: 2017-01-17 00:00:00 to 2025-12-31 00:00:00 (2176 days)
[DataLoader] Commodity date range: 2015-01-05 00:00:00 to 2025-12-31 00:00:00 (2679 days)
[DataLoader] Common date range: 2017-01-17 00:00:00 to 2025-06-30 00:00:00 (2050 days)
[DataLoader] Combined price matrix shape: (2050, 284)
[DataLoader] Market split: stocks=248, bonds=12, commodities=24

[Step 3] Temporal train/val/test split...
[DataLoader] Temporal split: train=1435, val=307, test=308

[Step 4] Per-asset z-score normalization...
[DataLoader] Per-asset z-score normalization fitted on training data only
[DataLoader] mean range: [0.9803, 173055.7656]
[DataLoader] std  range: [0.000000, 55160.3203]
[DataLoader] Z-scored train range: [-11.3746, 91.5527]

[Step 6] Computing returns for graph construction...
     Training returns shape: (1434, 284)

[Step 7] Creating sliding window datasets...

[Done] Dataset sizes: train=1356, val=228, test=229
[Done] Total nodes: 284
[Done] Commodity nodes (output dim): 24
[Features] Computed 21 features: price, ret_1d, ret_5d, ret_10d, ret_20d, vol_5d, vol_10d, vol_20d, zscore_5d, zscore_10d, zscore_20d, price_ma5, price_ma10, price_ma20, price_ma60, rsi_14, bb_position, skewness_20d, kurtosis_20d, roc_10d, percentile_20d
[Features] Shape: (T=2050, N=284, F=21)  range: [-4.4721, 391400.0000]
[Features] Per-asset per-channel z-score on 1435 train samples → range: [-2602.1177, 99999.9688]
Params: 1,684,761
Types: stock=248, bond=12, future=24
Features: 21-dim (21 technical indicators from feature_builder)

============================================================
CMGM Training
============================================================
Device: cuda
Epochs: 200 (early stopping patience=10)
Learning rate: 0.0001, Weight decay: 1e-05
============================================================
  [variant=edge_attn] GCN→([64, 64]) || LSTM→([64, 64]) → head → ([64, 4, 24])
  Epoch   1/200 | Train Loss: 0.005390 | Val Loss: 0.005211 | LR: 1.00e-04 | Best: inf
  Epoch   2/200 | Train Loss: 0.004456 | Val Loss: 0.004870 | LR: 1.00e-04 | Best: 0.005211
  Epoch   3/200 | Train Loss: 0.004103 | Val Loss: 0.004615 | LR: 1.00e-04 | Best: 0.004870
  Epoch   4/200 | Train Loss: 0.003812 | Val Loss: 0.004392 | LR: 1.00e-04 | Best: 0.004615
  Epoch   5/200 | Train Loss: 0.003544 | Val Loss: 0.004208 | LR: 1.00e-04 | Best: 0.004392
  Epoch   6/200 | Train Loss: 0.003293 | Val Loss: 0.004028 | LR: 1.00e-04 | Best: 0.004208
  Epoch   7/200 | Train Loss: 0.003068 | Val Loss: 0.003811 | LR: 1.00e-04 | Best: 0.004028
  Epoch   8/200 | Train Loss: 0.002891 | Val Loss: 0.003604 | LR: 1.00e-04 | Best: 0.003811
  Epoch   9/200 | Train Loss: 0.002739 | Val Loss: 0.003417 | LR: 1.00e-04 | Best: 0.003604
  Epoch  10/200 | Train Loss: 0.002613 | Val Loss: 0.003281 | LR: 1.00e-04 | Best: 0.003417
  Gate   | mean=0.501 std=0.042 [0.381, 0.638] → 偏向LSTM
  Epoch  11/200 | Train Loss: 0.002513 | Val Loss: 0.003177 | LR: 1.00e-04 | Best: 0.003281
  Epoch  12/200 | Train Loss: 0.002442 | Val Loss: 0.003113 | LR: 1.00e-04 | Best: 0.003177
  Epoch  13/200 | Train Loss: 0.002412 | Val Loss: 0.003194 | LR: 1.00e-04 | Best: 0.003113
  Epoch  14/200 | Train Loss: 0.002355 | Val Loss: 0.003269 | LR: 1.00e-04 | Best: 0.003113
  Epoch  15/200 | Train Loss: 0.002352 | Val Loss: 0.003266 | LR: 1.00e-04 | Best: 0.003113
  Epoch  16/200 | Train Loss: 0.002293 | Val Loss: 0.003223 | LR: 1.00e-04 | Best: 0.003113
  Epoch  17/200 | Train Loss: 0.002241 | Val Loss: 0.003101 | LR: 1.00e-04 | Best: 0.003113
  Epoch  18/200 | Train Loss: 0.002231 | Val Loss: 0.002960 | LR: 1.00e-04 | Best: 0.003101
  Epoch  19/200 | Train Loss: 0.002121 | Val Loss: 0.002944 | LR: 1.00e-04 | Best: 0.002960
